,Danceability,Energy,Key,Loudness,Mode,Speechiness,Instrumentalness,Liveness,Valence,Tempo,Duration,Time Signature
659,0.516,0.351,11,-7.438,1,0.033,1.01e-06,0.166,0.953,123.062,147960,4
660,0.724,0.647,1,-5.642,1,0.0658,0.0,0.102,0.435,106.96,207333,4
661,0.484,0.165,7,-18.568,1,0.0498,1.19e-06,0.115,0.193,159.174,227933,3
662,0.721,0.567,10,-9.516,1,0.0389,0.0,0.465,0.914,116.643,167067,4
663,0.507,0.493,0,-8.786,1,0.0327,0.0,0.241,0.467,127.671,213267,4
664,0.379,0.306,1,-14.446,1,0.0305,0.323,0.123,0.157,147.902,336613,4
665,0.476,0.726,4,-9.856,0,0.0314,0.00105,0.257,0.629,110.805,186827,4
666,0.527,0.228,9,-15.461,1,0.0392,0.735,0.147,0.561,161.157,204200,4
667,0.756,0.737,0,-4.796,0,0.0312,0.000103,0.485,0.892,92.972,210387,4
668,0.295,0.792,2,-9.1,1,0.0367,0.0,0.131,0.274,108.695,318600,4
669,0.737,0.88,6,-6.449,1,0.0433,0.00351,0.417,0.329,115.998,316813,4
670,0.565,0.764,1,-9.43,1,0.0351,0.00488,0.079,0.686,100.891,277480,4
671,0.823,0.338,0,-15.899,1,0.0413,0.00129,0.5,0.785,120.473,254453,4
672,0.878,0.619,6,-5.56,1,0.102,0.0,0.113,0.639,136.041,157067,4
673,0.716,0.85,8,-9.949,1,0.0426,0.00133,0.19,0.821,125.476,222447,4
674,0.601,0.803,7,-6.79,1,0.0324,0.000449,0.0726,0.664,123.567,147493,4
675,0.712,0.757,6,-6.449,1,0.0572,1.63e-06,0.529,0.866,117.367,150605,4
676,0.653,0.73,5,-10.613,1,0.043,1.03e-05,0.0754,0.894,108.705,220400,4
677,0.387,0.882,2,-9.196,1,0.0393,0.000719,0.0937,0.729,95.062,164427,4
678,0.658,0.87,5,-3.019,1,0.0955,0.0,0.656,0.791,91.647,348000,4
679,0.584,0.396,7,-16.732,1,0.0325,2.65e-06,0.319,0.574,117.48,301027,4
680,0.679,0.575,1,-8.037,1,0.0717,0.0,0.165,0.79,102.588,219907,4
681,0.893,0.482,0,-4.779,0,0.0873,0.0164,0.0752,0.53,97.975,150027,4
682,0.807,0.497,7,-10.656,1,0.0297,0.0327,0.043,0.765,114.524,141507,4
683,0.79,0.41,0,-13.241,1,0.0343,0.00314,0.174,0.815,112.345,159000,4
684,0.554,0.512,11,-6.828,0,0.0249,0.286,0.0666,0.619,90.319,324427,4
685,0.769,0.505,1,-7.345,1,0.0829,7.49e-05,0.0777,0.757,171.804,279507,4
686,0.573,0.902,6,-7.638,0,0.054,0.00125,0.0928,0.876,84.412,225280,4
687,0.623,0.524,6,-9.031,0,0.0271,0.0,0.333,0.611,124.915,147027,4
688,0.5,0.846,0,-8.098,1,0.0457,0.0,0.241,0.738,134.937,284067,4
689,0.706,0.913,1,-5.627,1,0.0369,0.0502,0.333,0.622,118.001,315507,4
690,0.666,0.786,0,-5.715,1,0.0394,0.0,0.0476,0.6,117.126,249907,4
691,0.742,0.546,1,-7.694,1,0.0315,0.38,0.115,0.868,104.996,260520,4
692,0.645,0.398,8,-12.208,1,0.11,0.306,0.0731,0.705,82.768,211587,4
693,0.553,0.738,0,-7.963,1,0.0457,0.0,0.339,0.759,138.602,125827,4
694,0.5,0.212,8,-11.037,1,0.0285,0.0,0.104,0.474,72.761,178051,4
695,0.457,0.404,0,-9.1,1,0.0598,0.782,0.78,0.479,128.01,236400,4
696,0.271,0.551,2,-7.48,1,0.0457,4.16e-05,0.256,0.428,78.111,272467,4
697,0.525,0.797,8,-6.436,1,0.0286,0.000955,0.115,0.21,99.967,327907,4
698,0.638,0.794,0,-6.448,1,0.037,0.00452,0.514,0.331,97.538,241547,4
699,0.476,0.381,5,-10.238,0,0.0342,0.0,0.0614,0.33,121.948,286920,4
700,0.438,0.00756,0,-26.44,0,0.0382,0.00643,0.109,0.277,133.32,141133,4
701,0.564,0.816,1,-8.453,0,0.0364,1.48e-05,0.196,0.842,150.945,288000,4
702,0.457,0.428,3,-11.579,0,0.0727,0.0492,0.082,0.462,72.349,176987,4
703,0.722,0.894,7,-5.903,1,0.0325,0.00374,0.11,0.396,113.003,390013,4
704,0.445,0.486,11,-14.521,1,0.0616,0.000658,0.189,0.629,93.019,307667,4
705,0.615,0.419,11,-8.8,0,0.0395,0.497,0.135,0.216,76.997,330773,4
706,0.42,0.33,9,-13.925,1,0.0275,0.000679,0.0677,0.175,157.143,295600,3
707,0.683,0.729,11,-7.605,1,0.0504,0.166,0.0986,0.358,130.047,294747,4
708,0.456,0.344,0,-10.296,0,0.0298,9.19e-06,0.114,0.359,117.116,154480,4
709,0.492,0.709,2,-9.66,1,0.0359,0.00564,0.153,0.264,125.799,336613,4
710,0.811,0.67,7,-5.58,1,0.13,0.000181,0.0479,0.649,100.969,225360,4
711,0.4,0.48,7,-7.768,1,0.0295,3.1e-05,0.155,0.653,103.436,230387,4
712,0.715,0.669,7,-9.491,1,0.128,0.000732,0.044,0.976,120.789,113040,4
713,0.641,0.673,5,-10.72,0,0.0918,0.000868,0.219,0.644,167.978,262587,4
714,0.593,0.804,7,-5.497,1,0.0319,2.22e-06,0.047,0.962,148.959,138360,4
715,0.917,0.682,11,-9.664,0,0.0661,0.00716,0.057,0.971,127.236,268720,4
716,0.838,0.757,2,-5.399,1,0.0927,0.0119,0.0271,0.602,124.65,251333,4
717,0.442,0.221,10,-10.119,1,0.0291,0.000174,0.124,0.518,83.405,160293,4
718,0.322,0.985,0,-3.494,1,0.14,0.00865,0.0964,0.0815,161.195,289150,4
719,0.399,0.258,5,-16.028,1,0.033,1.86e-06,0.128,0.192,108.174,137520,3
720,0.756,0.28,5,-14.27,1,0.0296,0.00033,0.414,0.695,109.413,231000,4
721,0.455,0.0197,11,-21.882,0,0.0492,0.000872,0.103,0.127,85.525,174013,3
722,0.686,0.936,11,-3.923,1,0.0571,0.0,0.0964,0.942,125.665,243667,4
723,0.787,0.472,2,-12.824,1,0.0832,0.000336,0.153,0.824,120.059,330643,4
724,0.593,0.658,8,-8.393,0,0.0364,0.0204,0.137,0.422,135.053,251120,4
725,0.492,0.304,0,-12.66,1,0.0415,4.32e-06,0.363,0.116,97.007,186267,4
726,0.399,0.787,1,-2.88,1,0.0499,6.07e-05,0.0685,0.572,117.089,216120,5
727,0.533,0.251,7,-11.283,0,0.0372,0.104,0.134,0.186,77.503,223600,4
728,0.504,0.715,7,-8.02,1,0.0731,1.05e-06,0.716,0.777,157.374,138560,4
729,0.677,0.814,7,-7.031,1,0.0279,0.0293,0.113,0.919,118.197,265960,4
730,0.491,0.883,4,-4.986,0,0.0306,3.19e-05,0.369,0.518,131.75,281853,4
731,0.619,0.703,10,-9.414,0,0.0525,0.205,0.163,0.709,115.043,457133,4
732,0.425,0.651,10,-6.131,1,0.0287,0.0,0.138,0.366,159.363,394173,4
733,0.532,0.776,7,-5.547,1,0.0613,0.000637,0.378,0.803,127.361,210200,4
734,0.595,0.451,9,-12.987,0,0.0288,0.929,0.0962,0.779,133.673,174187,4
735,0.431,0.54,9,-9.6,0,0.0589,1.34e-06,0.169,0.44,139.288,164547,4
736,0.334,0.906,9,-3.801,1,0.0469,0.874,0.289,0.72,145.105,197277,4
737,0.168,0.326,5,-9.981,1,0.0324,0.0006,0.316,0.322,174.794,182400,3
738,0.406,0.682,7,-6.281,1,0.0584,0.849,0.0999,0.623,82.495,223980,4
739,0.676,0.92,9,-7.96,1,0.0435,8.65e-06,0.248,0.624,126.341,269360,4
740,0.711,0.292,4,-15.523,0,0.037,0.0,0.131,0.194,103.951,296800,4
741,0.266,0.294,7,-11.938,0,0.0291,0.697,0.107,0.0397,137.941,811077,3
742,0.653,0.666,6,-7.808,1,0.0249,0.0466,0.139,0.765,128.505,270652,4
743,0.507,0.66,2,-4.957,1,0.0306,0.336,0.322,0.696,100.783,175040,4
744,0.736,0.798,0,-6.202,1,0.13,0.113,0.162,0.443,114.006,262413,4
745,0.26,0.133,0,-11.156,1,0.0351,0.000716,0.154,0.0828,69.166,414587,4
746,0.406,0.368,10,-13.781,1,0.0349,0.00289,0.0832,0.853,103.197,182750,3
747,0.299,0.343,0,-12.86,1,0.029,0.000515,0.0822,0.234,171.024,276560,3
748,0.427,0.665,4,-9.681,1,0.139,0.000105,0.409,0.561,160.935,266240,4
749,0.933,0.363,11,-13.328,0,0.0971,0.0,0.161,0.906,127.158,244307,4
750,0.776,0.413,6,-7.438,0,0.0952,2.68e-05,0.0724,0.287,100.003,227880,4
751,0.471,0.494,7,-10.407,1,0.0312,0.0944,0.617,0.373,79.255,229827,4
752,0.608,0.924,0,-5.919,1,0.035,0.012,0.338,0.948,117.231,252053,4
753,0.551,0.821,2,-4.489,1,0.0539,0.0438,0.153,0.842,174.923,137760,4
754,0.864,0.705,0,-8.874,1,0.057,0.00263,0.187,0.878,115.169,458600,4
755,0.611,0.983,10,-3.12,0,0.0561,0.49,0.112,0.727,109.387,314840,4
756,0.593,0.496,8,-16.158,1,0.119,0.000719,0.143,0.406,96.257,255048,4
757,0.644,0.664,9,-8.398,1,0.0332,0.867,0.342,0.53,124.726,301373,4
758,0.68,0.678,1,-11.548,1,0.0754,0.00828,0.204,0.251,131.165,252773,4
759,0.535,0.505,2,-8.926,0,0.245,0.0,0.0923,0.495,99.935,320267,4
760,0.307,0.433,1,-10.057,1,0.029,9.08e-05,0.332,0.224,160.9,266960,4
761,0.306,0.701,7,-9.918,0,0.0664,0.59,0.197,0.538,92.527,442581,4
762,0.795,0.71,9,-4.746,0,0.0392,0.0215,0.344,0.845,109.689,288667,4
763,0.51,0.268,6,-18.647,1,0.0295,0.0,0.0808,0.766,109.151,232933,4
764,0.557,0.54,9,-10.484,1,0.0347,0.00248,0.179,0.394,129.171,185733,4
765,0.541,0.834,4,-5.318,0,0.0399,0.000489,0.206,0.525,86.887,276760,4
766,0.91,0.441,6,-7.575,1,0.0693,8.8e-06,0.0745,0.66,114.002,246480,4
767,0.693,0.924,0,-3.711,1,0.0392,4.4e-05,0.0926,0.715,118.983,294467,4
768,0.898,0.92,5,-7.859,1,0.0636,5.92e-05,0.0908,0.875,114.343,224693,4
769,0.282,0.874,2,-7.882,1,0.0552,0.0,0.142,0.389,145.222,197613,4
770,0.324,0.967,6,-5.655,1,0.0774,0.000269,0.0566,0.392,165.92,244320,4
771,0.471,0.639,10,-7.988,1,0.0436,0.0127,0.117,0.865,161.101,149908,4
772,0.513,0.447,7,-12.471,1,0.0296,0.187,0.0626,0.267,140.015,149933,4
773,0.547,0.853,4,-5.02,1,0.0364,0.000256,0.33,0.942,164.279,144093,4
774,0.796,0.705,2,-7.009,1,0.0315,0.0,0.275,0.962,121.406,147400,4
775,0.426,0.584,1,-5.293,1,0.296,0.0,0.188,0.272,193.437,193213,4
776,0.563,0.441,4,-9.902,1,0.0437,0.0,0.351,0.468,115.168,290467,4
777,0.516,0.549,6,-13.741,1,0.0373,0.00572,0.184,0.907,176.941,288733,4
778,0.468,0.713,2,-10.605,1,0.07,0.00119,0.297,0.629,129.722,184600,4
779,0.522,0.397,7,-8.491,1,0.027,0.0366,0.11,0.356,75.572,153987,4
780,0.298,0.825,2,-8.053,1,0.0408,1.46e-05,0.44,0.54,75.592,341160,4
781,0.429,0.914,7,-9.594,1,0.0505,9.26e-05,0.436,0.685,155.588,221507,4
782,0.597,0.96,11,-3.989,1,0.042,2.89e-05,0.105,0.937,163.017,149467,4
783,0.52,0.864,8,-4.243,0,0.0328,0.0244,0.507,0.6,133.465,258093,4
784,0.27,0.83,7,-4.592,1,0.0741,0.434,0.142,0.205,117.314,196560,4
785,0.49,0.778,1,-6.968,1,0.0548,0.00862,0.087,0.278,99.723,279040,4
786,0.472,0.745,4,-5.297,1,0.0356,2.74e-05,0.0957,0.0631,180.06,252926,4
787,0.451,0.818,2,-8.124,1,0.0439,2.92e-05,0.052,0.755,124.532,229360,4
788,0.281,0.768,4,-10.734,1,0.0478,0.886,0.7,0.6,154.947,181467,4
789,0.606,0.758,8,-12.526,1,0.0468,0.0054,0.0506,0.485,92.126,410667,4
790,0.699,0.503,11,-13.616,0,0.0381,0.0853,0.221,0.846,118.338,127960,4
791,0.562,0.475,8,-13.396,0,0.0335,0.076,0.118,0.596,93.728,328200,4
792,0.524,0.955,0,-7.081,1,0.0411,8.77e-06,0.659,0.869,133.849,253733,4
793,0.454,0.26,8,-13.193,0,0.0401,0.00078,0.0675,0.598,174.322,324133,5
794,0.778,0.615,7,-6.529,1,0.0384,1.44e-06,0.108,0.648,120.045,193467,4
795,0.303,0.9,2,-2.352,0,0.0574,0.635,0.11,0.491,149.508,192960,4
796,0.765,0.679,4,-6.007,0,0.23,5.38e-06,0.461,0.796,120.077,281827,4
797,0.51,0.409,2,-14.967,1,0.0918,0.0,0.0879,0.738,158.327,167213,4
798,0.56,0.79,7,-7.677,1,0.049,0.0,0.214,0.589,140.814,215920,4
799,0.756,0.687,11,-7.76,0,0.0435,0.0,0.25,0.914,106.247,178093,4
800,0.594,0.747,0,-7.624,1,0.0424,0.0,0.704,0.851,84.923,179907,4
801,0.613,0.704,0,-10.732,1,0.0279,0.482,0.203,0.623,116.904,213787,4
802,0.625,0.964,10,-3.028,0,0.342,9.17e-05,0.0446,0.881,125.954,238960,5
803,0.532,0.894,0,-3.426,1,0.0332,0.000165,0.284,0.794,122.513,249653,4
804,0.744,0.721,0,-7.008,1,0.0899,0.0466,0.155,0.965,157.188,207200,4
805,0.687,0.685,7,-5.854,1,0.0367,0.0,0.0657,0.359,123.147,257133,4
806,0.556,0.92,8,-4.606,1,0.0367,0.00021,0.117,0.771,121.138,159227,4
807,0.789,0.858,1,-5.542,1,0.311,0.0,0.349,0.775,140.022,219333,4
808,0.767,0.776,2,-8.915,1,0.144,0.0,0.326,0.608,111.686,301893,4
809,0.515,0.89,4,-9.174,0,0.0483,0.254,0.708,0.527,122.042,313387,4
810,0.509,0.827,0,-7.715,1,0.0782,0.0,0.12,0.743,135.601,512733,4
811,0.354,0.914,0,-3.613,1,0.0672,7.11e-06,0.119,0.241,164.012,287827,4
812,0.709,0.824,1,-8.824,1,0.0453,0.000307,0.0888,0.867,118.814,291293,4
813,0.831,0.436,3,-12.047,1,0.14,0.00171,0.0543,0.949,116.264,288440,4
814,0.892,0.628,1,-3.832,1,0.216,0.0,0.102,0.676,92.063,266067,4
815,0.862,0.797,4,-2.006,1,0.0339,4.03e-06,0.0841,0.775,117.993,206933,4
816,0.368,0.935,4,-3.204,1,0.0587,0.00201,0.0948,0.558,164.425,203733,4
817,0.761,0.721,2,-5.529,1,0.0392,0.0761,0.103,0.39,135.181,427200,4
818,0.458,0.364,9,-13.126,1,0.0431,0.0,0.197,0.3,154.215,444053,4
819,0.349,0.89,2,-7.629,1,0.052,1.38e-05,0.0899,0.777,135.541,228493,4
820,0.494,0.512,0,-12.324,1,0.0308,0.000762,0.0802,0.248,91.973,238200,4
821,0.563,0.316,6,-13.389,1,0.0648,0.00231,0.163,0.761,169.687,182000,3
822,0.591,0.939,10,-4.911,0,0.0533,0.0111,0.0882,0.856,150.249,200400,4
823,0.598,0.63,5,-8.403,0,0.0626,0.00897,0.259,0.712,82.456,163227,4
824,0.54,0.616,2,-8.099,1,0.0478,0.000492,0.0627,0.801,128.154,237893,4
825,0.555,0.218,10,-11.793,1,0.0319,7.36e-05,0.289,0.612,111.584,167693,4
826,0.756,0.654,6,-5.143,0,0.288,0.0,0.0745,0.724,93.059,286981,4
827,0.78,0.688,7,-13.938,1,0.331,0.0,0.682,0.649,99.778,302667,4
828,0.181,0.942,9,-4.925,1,0.0563,0.205,0.695,0.684,172.082,193267,4
829,0.884,0.472,11,-13.776,1,0.346,0.0,0.142,0.826,98.425,319493,4
830,0.489,0.389,4,-11.653,0,0.0284,0.32,0.105,0.254,131.366,257787,4
831,0.37,0.946,0,-3.849,1,0.0765,0.0204,0.315,0.387,130.556,258333,4
832,0.311,0.325,2,-9.042,1,0.0283,0.0,0.139,0.668,65.09,208467,1
833,0.933,0.82,7,-4.339,1,0.27,4.88e-06,0.133,0.271,104.76,224800,4
834,0.577,0.749,5,-7.215,0,0.0279,0.0115,0.183,0.255,130.97,307880,4
835,0.429,0.554,9,-6.128,0,0.0291,0.000152,0.105,0.407,136.302,272000,4
836,0.242,0.351,0,-10.405,1,0.0297,0.00184,0.264,0.442,186.158,226613,4
837,0.705,0.743,1,-6.631,1,0.042,0.0133,0.103,0.374,118.552,324423,4
838,0.835,0.711,9,-11.249,1,0.0417,0.0,0.0663,0.925,104.892,187573,4
839,0.339,0.824,9,-9.522,1,0.0938,0.00432,0.0803,0.538,154.573,354240,4
840,0.582,0.575,7,-11.89,1,0.0529,3.5e-06,0.152,0.558,140.597,140867,4
841,0.647,0.478,8,-8.837,1,0.0782,2.69e-05,0.156,0.333,135.877,232907,4
842,0.55,0.824,2,-5.988,1,0.0334,0.000127,0.366,0.777,114.512,214733,4
843,0.469,0.537,9,-10.421,1,0.152,0.00201,0.269,0.783,124.193,382834,1
844,0.515,0.534,6,-8.045,1,0.0768,0.00278,0.0547,0.426,70.776,145747,4
845,0.485,0.119,0,-20.094,0,0.0336,0.66,0.112,0.0891,115.094,258707,5
846,0.293,0.462,5,-11.412,0,0.0453,0.0444,0.0954,0.0623,124.004,251427,5
847,0.637,0.189,7,-10.726,1,0.0471,0.0,0.0939,0.695,120.142,255002,4
848,0.369,0.86,2,-5.956,1,0.0291,0.868,0.0644,0.569,97.259,196947,4
849,0.632,0.893,7,-6.04,1,0.0455,5.24e-06,0.0741,0.773,149.97,253800,4
850,0.887,0.48,11,-11.994,1,0.117,3.58e-05,0.0662,0.607,95.846,193200,4
851,0.551,0.848,3,-5.982,1,0.0372,0.0,0.102,0.964,158.985,150027,4
852,0.259,0.242,2,-15.79,1,0.0401,3.39e-06,0.0714,0.305,178.132,213640,3
853,0.366,0.193,0,-17.042,0,0.0306,1.86e-06,0.093,0.287,100.274,253760,4
854,0.886,0.522,7,-7.971,1,0.173,0.00108,0.207,0.79,82.439,229160,4
855,0.565,0.527,11,-15.691,0,0.129,0.0,0.106,0.967,176.193,186960,4
856,0.776,0.857,11,-4.943,1,0.0704,0.000164,0.918,0.799,118.418,357493,4
857,0.516,0.182,9,-12.56,1,0.0345,1.01e-05,0.103,0.484,92.874,156680,4
858,0.631,0.308,0,-13.425,1,0.0669,0.386,0.0913,0.365,168.354,174560,4
859,0.586,0.7,0,-9.558,1,0.0363,0.00125,0.0318,0.897,147.245,295400,4
860,0.23,0.499,1,-9.041,0,0.0319,0.0,0.118,0.333,103.605,219200,4
861,0.777,0.371,9,-12.208,0,0.0602,1.57e-05,0.158,0.824,133.598,226040,4
862,0.739,0.853,9,-6.539,0,0.0296,0.00357,0.057,0.652,123.509,235027,4
863,0.538,0.922,1,-5.247,1,0.0971,0.0,0.0959,0.811,125.114,185360,4
864,0.482,0.321,4,-15.93,1,0.0368,0.0,0.385,0.402,108.33,237000,4
865,0.546,0.647,5,-6.546,1,0.0254,0.0,0.0591,0.576,168.807,254413,4
866,0.693,0.201,1,-9.903,1,0.0288,0.0,0.112,0.679,100.836,263480,4
867,0.629,0.795,6,-6.02,1,0.0278,5.44e-06,0.132,0.6,110.583,190080,3
868,0.554,0.498,9,-8.866,1,0.0685,5.98e-06,0.795,0.413,79.635,190067,4
869,0.403,0.0787,7,-13.148,0,0.0493,0.000498,0.13,0.328,77.625,178813,1
870,0.474,0.436,9,-11.715,1,0.0284,0.0,0.294,0.588,118.314,162907,4
871,0.288,0.965,0,-4.051,1,0.0619,0.0,0.516,0.24,94.631,438080,4
872,0.127,0.335,11,-8.298,0,0.0329,0.427,0.111,0.0686,77.078,288733,4
873,0.702,0.77,9,-5.416,0,0.0482,0.0,0.103,0.593,107.951,213520,4
874,0.133,0.927,7,-5.371,1,0.0741,0.00044,0.0915,0.5,197.708,224867,4
875,0.678,0.631,11,-8.624,1,0.0301,0.000268,0.376,0.463,102.378,261560,1
876,0.807,0.764,2,-5.186,1,0.0312,3.87e-05,0.115,0.371,119.867,238360,4
877,0.565,0.429,5,-8.153,1,0.0288,0.000329,0.173,0.358,121.143,193333,4
878,0.928,0.594,2,-10.839,1,0.0913,0.000413,0.0391,0.747,102.878,339053,4
879,0.674,0.695,6,-8.636,0,0.278,0.00202,0.194,0.773,151.486,221840,4
880,0.473,0.574,11,-8.189,0,0.032,0.0,0.509,0.499,74.056,356707,4
881,0.865,0.65,1,-4.617,0,0.207,0.0,0.133,0.715,88.663,305707,4
882,0.76,0.846,7,-5.775,1,0.048,0.659,0.0735,0.851,126.001,544627,4
883,0.523,0.735,4,-9.199,1,0.0292,0.0,0.199,0.903,143.182,179613,4
884,0.61,0.466,6,-13.331,0,0.0426,1.33e-05,0.0932,0.836,91.965,242600,4
885,0.538,0.872,4,-7.658,0,0.0361,0.573,0.0946,0.593,105.102,516293,4
886,0.622,0.679,11,-5.621,0,0.245,0.00683,0.606,0.0878,123.38,378893,5
887,0.744,0.698,1,-3.987,0,0.164,0.0972,0.129,0.337,82.718,224143,5
888,0.358,0.753,11,-6.641,1,0.0986,0.0199,0.266,0.688,164.896,185524,4
889,0.899,0.713,6,-2.752,0,0.366,0.0,0.0708,0.777,90.051,193467,4
890,0.831,0.774,9,-7.196,0,0.0644,0.0,0.0621,0.867,132.496,203747,4
891,0.666,0.936,7,-9.919,1,0.0476,0.086,0.153,0.776,91.577,282907,4
892,0.415,0.425,0,-11.082,1,0.0278,0.000407,0.143,0.281,145.234,377093,4
893,0.567,0.198,4,-18.681,1,0.0327,0.000871,0.135,0.321,92.467,412200,4
894,0.405,0.312,10,-15.609,1,0.0365,0.199,0.112,0.438,88.546,166813,4
895,0.657,0.732,2,-10.007,1,0.0399,0.412,0.146,0.835,106.213,184533,4
896,0.856,0.609,0,-7.223,1,0.0824,8.15e-05,0.0344,0.928,114.988,269667,4
897,0.541,0.914,2,-6.727,1,0.052,0.000441,0.353,0.449,136.282,245707,4
898,0.808,0.535,1,-12.521,1,0.0353,9.91e-05,0.158,0.848,114.031,220627,4
899,0.545,0.64,4,-9.937,0,0.224,0.0304,0.196,0.606,80.544,230480,4
900,0.579,0.622,0,-11.285,1,0.0563,0.652,0.0955,0.435,163.107,354290,4
901,0.72,0.424,2,-11.964,1,0.387,0.0126,0.453,0.228,150.01,258427,4
902,0.6,0.633,2,-10.972,1,0.0405,2.96e-05,0.116,0.803,125.121,173773,4
903,0.731,0.341,11,-17.927,1,0.123,0.672,0.0771,0.96,184.913,202867,4
904,0.844,0.892,2,-5.811,1,0.166,0.196,0.0548,0.864,100.995,212253,4
905,0.425,0.831,6,-12.434,0,0.0384,0.822,0.354,0.726,109.588,418773,4
906,0.524,0.436,7,-13.024,0,0.0328,0.00108,0.379,0.0354,134.939,321440,4
907,0.591,0.221,7,-18.296,1,0.0416,0.0012,0.696,0.369,105.3,123187,3
908,0.484,0.569,4,-9.294,0,0.042,0.0,0.341,0.731,131.77,144600,4
909,0.569,0.542,0,-5.784,1,0.134,4.38e-06,0.204,0.53,76.309,314320,4
910,0.67,0.637,8,-8.832,1,0.0325,0.0,0.0438,0.984,147.496,223027,4
911,0.525,0.842,11,-12.12,1,0.0353,0.0,0.275,0.594,148.803,239733,4
912,0.949,0.661,5,-4.244,0,0.0572,0.0,0.0454,0.76,104.504,284200,4
913,0.503,0.62,11,-6.069,1,0.0296,0.0,0.159,0.713,116.599,160360,4
914,0.408,0.692,11,-9.478,1,0.0685,0.0255,0.197,0.684,82.499,209640,4
915,0.257,0.412,1,-11.788,1,0.0287,8.68e-05,0.0702,0.858,152.126,228133,4
916,0.556,0.273,5,-15.973,1,0.0372,3.27e-06,0.188,0.692,166.064,271360,3
917,0.634,0.551,3,-7.136,1,0.0352,1.82e-05,0.07,0.453,151.779,258827,4
918,0.351,0.63,2,-7.16,1,0.0361,0.000875,0.231,0.363,110.625,192013,4
919,0.38,0.988,1,-2.042,1,0.0639,7.86e-05,0.368,0.769,186.113,176346,4
920,0.473,0.158,7,-12.9,1,0.0332,2.19e-06,0.113,0.329,98.008,225973,4
921,0.438,0.349,4,-15.569,1,0.038,5.7e-05,0.417,0.683,124.984,163587,4
922,0.551,0.628,2,-13.799,1,0.036,0.000194,0.151,0.777,142.167,212893,4
923,0.659,0.678,0,-8.18,1,0.0313,6.69e-06,0.0784,0.647,106.186,258411,4
924,0.818,0.705,6,-6.679,1,0.177,0.00233,0.613,0.772,138.559,222640,4
925,0.458,0.726,11,-13.143,1,0.0537,0.837,0.666,0.619,149.583,579227,4
926,0.302,0.859,2,-2.251,1,0.0376,0.00361,0.361,0.105,150.399,450373,4
927,0.479,0.549,11,-10.551,0,0.373,0.0235,0.127,0.576,180.985,252187,4
928,0.277,0.242,4,-18.442,1,0.0342,0.464,0.113,0.285,175.384,824133,3
929,0.402,0.898,11,-6.467,0,0.0316,8.89e-05,0.279,0.675,132.092,168160,4
930,0.554,0.571,0,-12.016,1,0.0616,2.67e-06,0.0951,0.772,116.408,194653,4
931,0.847,0.727,7,-5.69,1,0.0887,0.00733,0.0379,0.923,93.0,293533,4
932,0.542,0.905,9,-5.653,1,0.054,0.0104,0.136,0.374,153.398,203347,4
933,0.884,0.358,10,-17.725,0,0.25,0.0,0.116,0.483,94.019,311000,4
934,0.495,0.435,0,-9.99,1,0.0286,0.00038,0.13,0.71,108.189,169160,4
935,0.59,0.216,2,-10.897,0,0.0431,0.0189,0.0651,0.468,102.183,181880,4
936,0.442,0.943,3,-3.205,1,0.0602,8.71e-06,0.091,0.781,85.064,181533,4
937,0.769,0.732,2,-8.502,1,0.0433,7.46e-05,0.15,0.967,122.733,189907,4
938,0.451,0.613,9,-9.414,1,0.0313,0.0,0.113,0.509,126.299,159973,4
939,0.751,0.714,10,-11.614,1,0.0374,0.0,0.639,0.935,124.379,186093,4
940,0.398,0.716,0,-5.254,1,0.0392,0.0,0.0848,0.494,117.295,193429,4
941,0.657,0.685,1,-5.203,1,0.0334,0.0,0.037,0.424,96.458,313533,4
942,0.439,0.422,8,-17.227,1,0.0409,4.84e-05,0.0697,0.551,81.833,236933,4
943,0.705,0.491,2,-7.379,1,0.0495,4.01e-06,0.0807,0.619,109.95,184440,4
944,0.721,0.867,11,-4.302,1,0.196,2.87e-06,0.503,0.639,127.033,200013,4
945,0.693,0.491,11,-7.262,0,0.0864,0.0,0.252,0.461,81.327,122347,4
946,0.752,0.678,5,-5.421,1,0.0646,1.64e-06,0.13,0.583,96.009,231827,4
947,0.694,0.73,5,-8.626,1,0.0329,0.0,0.145,0.965,133.359,156547,4
948,0.331,0.55,0,-6.483,1,0.0272,3.96e-06,0.192,0.429,177.734,339000,3
949,0.964,0.889,11,-5.169,1,0.147,0.0,0.166,0.552,121.144,290280,4
950,0.423,0.88,5,-7.223,1,0.0319,0.0291,0.299,0.96,155.968,126480,4
951,0.895,0.665,6,-6.285,0,0.224,0.0,0.236,0.734,107.654,286160,4
952,0.618,0.886,2,-5.982,1,0.0303,0.0,0.157,0.718,113.977,298547,4
953,0.548,0.815,3,-4.389,0,0.0376,0.0,0.12,0.345,146.934,273733,4
954,0.156,0.552,0,-13.297,1,0.0405,0.848,0.0861,0.403,170.156,257693,4
955,0.0985,0.912,0,-7.974,1,0.0766,0.843,0.096,0.304,84.955,224373,4
956,0.632,0.929,7,-5.868,1,0.0703,0.00333,0.123,0.5,111.968,251600,4
957,0.336,0.941,1,-6.984,1,0.0754,0.66,0.331,0.57,131.367,152707,4
958,0.332,0.195,8,-14.776,1,0.0328,0.000164,0.153,0.43,145.434,196467,4
959,0.491,0.801,4,-9.835,1,0.0361,0.0,0.0665,0.971,160.109,173947,4
